PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PERF2393,EMP2465,2024-06-26,1,5,2,1,1,1,4,2
PERF2394,EMP2461,2022-08-01,1,5,2,2,3,4,3,2
PERF2395,EMP1261,2022-10-22,4,2,3,0,0,3,4,4
PERF2396,EMP1742,2022-09-24,1,3,4,1,0,3,2,5
PERF2397,EMP1653,2024-03-04,5,3,4,5,3,3,2,1
PERF2398,EMP2292,2023-01-11,3,4,1,4,0,1,3,2
PERF2399,EMP1737,2024-07-22,5,5,3,0,3,2,5,3
PERF2400,EMP2424,2022-03-20,3,4,4,1,5,1,5,3
PERF2401,EMP2088,2023-02-21,1,5,1,5,1,2,4,2
PERF2402,EMP1226,2022-05-05,4,1,3,1,3,2,1,1
PERF2403,EMP2355,2024-05-13,4,5,4,0,2,2,5,1
PERF2404,EMP1417,2022-03-30,3,2,5,3,1,2,3,1
PERF2405,EMP1631,2022-07-01,2,1,4,3,2,2,5,4
PERF2406,EMP1711,2024-04-23,5,1,1,2,5,2,2,2
PERF2407,EMP1831,2024-06-02,1,4,2,5,4,2,5,1
PERF2408,EMP1568,2022-04-18,1,2,5,5,1,4,3,1
PERF2409,EMP1375,2022-11-26,5,3,3,3,2,5,4,3
PERF2410,EMP1704,2024-04-01,2,2,4,4,4,4,5,1
PERF2411,EMP1444,2023-07-26,5,4,2,4,2,3,2,3
PERF2412,EMP1136,2023-10-22,1,3,2,0,4,2,2,5
PERF2413,EMP2398,2024-07-25,4,1,3,5,2,1,1,3
PERF2414,EMP2031,2024-12-21,3,2,1,3,3,4,3,4
PERF2415,EMP1897,2023-03-22,5,1,4,3,2,2,1,5
PERF2416,EMP1069,2023-09-11,4,4,1,5,3,5,4,4
PERF2417,EMP2384,2023-02-07,5,1,5,3,3,1,5,1
PERF2418,EMP2054,2024-11-25,1,4,3,0,2,1,2,1
PERF2419,EMP1259,2023-01-25,1,4,3,5,2,2,1,3
PERF2420,EMP1258,2023-08-08,5,4,1,5,4,5,1,1
PERF2421,EMP1899,2023-05-25,3,1,1,3,5,4,1,3
PERF2422,EMP1104,2022-11-02,1,1,4,2,2,4,2,2
PERF2423,EMP1238,2023-12-07,3,5,4,2,2,3,5,1
PERF2424,EMP2106,2023-03-31,3,3,2,5,5,3,1,1
PERF2425,EMP1840,2022-09-17,5,4,5,5,0,4,3,3
PERF2426,EMP1213,2023-12-25,5,3,5,0,4,2,4,1
PERF2427,EMP2016,2022-06-15,1,1,1,4,1,4,3,2
PERF2428,EMP1526,2024-06-08,5,3,1,3,0,4,1,2
PERF2429,EMP2201,2022-07-03,3,1,2,3,1,4,4,5
PERF2430,EMP1540,2023-09-24,3,4,3,2,4,4,4,2
PERF2431,EMP1518,2022-05-17,5,3,1,0,0,2,1,3
PERF2432,EMP1996,2023-09-07,2,2,3,3,4,1,3,5
PERF2433,EMP2283,2022-10-09,1,4,5,1,1,4,3,3
PERF2434,EMP1587,2022-08-30,1,5,2,3,2,5,1,4
PERF2435,EMP1230,2023-02-12,5,4,1,5,2,4,1,1
PERF2436,EMP1744,2023-09-29,5,3,2,0,0,5,4,2
PERF2437,EMP2486,2024-10-23,3,4,1,1,4,1,4,3
PERF2438,EMP2256,2024-07-09,3,2,4,3,4,4,4,4
PERF2439,EMP1596,2022-06-24,1,2,2,0,0,2,5,4
PERF2440,EMP1126,2024-11-21,1,2,4,0,1,1,4,4
PERF2441,EMP1666,2023-01-25,4,2,5,4,0,1,5,4
PERF2442,EMP2068,2023-10-17,3,2,3,4,0,4,5,1
PERF2443,EMP1906,2023-09-02,3,1,1,2,3,4,3,3
PERF2444,EMP1748,2023-06-19,5,1,5,4,5,3,1,4
PERF2445,EMP2372,2024-10-26,2,1,2,5,4,5,3,3
PERF2446,EMP2054,2022-07-23,2,3,2,0,4,4,4,1
PERF2447,EMP1708,2022-03-15,2,1,2,4,1,2,5,5
PERF2448,EMP1547,2024-12-04,2,1,4,4,0,1,5,2
PERF2449,EMP1106,2024-10-15,4,4,4,3,2,2,3,4
PERF2450,EMP2456,2022-04-22,1,4,2,1,5,4,4,5
PERF2451,EMP2439,2022-10-01,4,1,5,1,2,1,1,2
PERF2452,EMP1250,2022-03-15,2,1,2,3,5,5,5,5
PERF2453,EMP1550,2023-02-02,5,5,5,0,0,5,2,5
PERF2454,EMP2281,2024-10-05,5,5,3,3,5,2,1,5
PERF2455,EMP2486,2024-03-15,5,1,4,1,4,1,5,5
PERF2456,EMP1238,2024-11-12,4,2,5,0,0,4,5,5
PERF2457,EMP2388,2023-09-24,2,1,1,1,1,2,4,1
PERF2458,EMP1016,2022-01-07,5,5,3,1,0,2,1,4
PERF2459,EMP1697,2023-11-29,1,2,2,4,5,5,3,5
PERF2460,EMP1480,2024-02-10,3,5,1,0,0,3,5,3
PERF2461,EMP1241,2022-09-21,1,5,4,0,1,2,5,2
PERF2462,EMP1303,2024-05-17,4,3,4,0,1,2,5,3
PERF2463,EMP1701,2022-03-20,3,2,2,1,2,2,2,5
PERF2464,EMP2255,2022-09-10,1,3,4,0,5,4,3,1
PERF2465,EMP1018,2022-11-25,5,4,5,3,0,3,2,3
PERF2466,EMP1732,2024-02-17,4,2,2,4,1,5,5,2
PERF2467,EMP1577,2023-10-01,2,1,5,3,1,5,4,5
PERF2468,EMP1362,2022-06-28,2,2,3,3,3,3,3,5
PERF2469,EMP2393,2022-05-07,1,1,1,0,1,1,1,5
PERF2470,EMP2168,2024-01-18,1,3,5,4,4,5,4,4
PERF2471,EMP2065,2022-02-26,3,2,2,0,4,5,4,3
PERF2472,EMP2078,2023-02-05,3,5,5,0,1,3,4,4
PERF2473,EMP2174,2023-04-26,2,1,5,2,0,4,3,2
PERF2474,EMP1334,2022-06-14,3,1,1,1,4,3,2,3
PERF2475,EMP2174,2022-01-27,1,3,1,2,5,3,5,1
PERF2476,EMP1902,2024-07-21,1,5,2,2,1,5,2,2
PERF2477,EMP1608,2024-03-09,4,2,3,1,2,2,5,5
PERF2478,EMP2237,2024-10-21,3,1,3,5,2,5,1,3
PERF2479,EMP1794,2022-02-03,2,2,1,4,5,4,5,5
PERF2480,EMP1690,2024-06-17,2,2,2,0,5,1,1,5
PERF2481,EMP1248,2022-03-18,3,2,1,5,5,4,2,4
PERF2482,EMP1605,2022-07-28,1,3,4,3,4,5,4,3
PERF2483,EMP1501,2022-10-07,2,3,1,5,3,5,3,2
PERF2484,EMP1839,2022-06-05,2,4,4,0,4,2,5,5
PERF2485,EMP2113,2024-02-15,3,3,3,2,1,5,2,4
PERF2486,EMP1834,2022-07-25,1,1,2,0,1,5,5,2
PERF2487,EMP1127,2024-12-12,5,1,1,4,3,5,2,4
PERF2488,EMP1368,2022-01-12,5,3,1,0,4,3,2,3
PERF2489,EMP1711,2022-05-06,4,3,4,0,5,2,2,5
PERF2490,EMP2171,2023-07-11,3,5,1,1,0,1,4,5
PERF2491,EMP1048,2024-10-07,1,5,1,3,5,4,3,2
PERF2492,EMP1745,2024-01-07,3,2,3,3,0,2,1,1
PERF2493,EMP1648,2022-08-12,5,2,5,1,5,1,2,2
PERF2494,EMP1187,2024-04-26,2,3,4,4,2,2,4,1
PERF2495,EMP1396,2022-12-27,4,2,3,5,1,2,1,5
PERF2496,EMP1150,2022-04-07,2,1,2,5,5,3,5,5
PERF2497,EMP2058,2024-03-31,5,3,3,3,5,5,4,5
PERF2498,EMP1603,2022-01-15,2,4,4,2,3,1,1,4
PERF2499,EMP1671,2024-03-12,5,5,5,0,4,2,3,1
PERF2500,EMP2039,2023-05-26,2,5,2,2,2,5,1,5
PERF2501,EMP1740,2023-03-24,2,3,3,4,5,2,4,4
PERF2502,EMP1717,2023-12-02,3,5,1,2,3,3,3,3
PERF2503,EMP2141,2023-11-19,3,3,3,1,5,4,3,5
PERF2504,EMP1159,2023-10-11,2,5,2,1,1,1,2,2
PERF2505,EMP1092,2022-09-14,3,1,5,3,5,2,4,5
PERF2506,EMP1483,2023-01-15,5,2,2,0,1,1,1,4
PERF2507,EMP1660,2024-09-11,1,4,4,0,2,4,1,4
PERF2508,EMP1388,2024-09-02,2,4,1,1,2,4,4,5
PERF2509,EMP2410,2024-04-18,1,5,5,1,5,5,5,5
PERF2510,EMP2259,2022-07-16,2,4,2,4,0,2,4,4
PERF2511,EMP1919,2023-03-05,5,5,2,5,3,1,2,1
PERF2512,EMP1375,2023-06-21,3,1,2,3,4,5,5,1
PERF2513,EMP2352,2022-04-14,5,3,3,3,1,3,1,3
PERF2514,EMP2312,2023-03-06,4,2,3,3,3,4,4,2
PERF2515,EMP2350,2022-10-19,1,1,1,5,5,2,5,5
PERF2516,EMP1652,2023-08-31,5,1,1,1,4,4,2,3
PERF2517,EMP1643,2022-05-21,5,1,2,4,2,5,4,3
PERF2518,EMP1872,2024-09-12,4,5,2,4,5,1,2,4
PERF2519,EMP2101,2023-04-17,4,4,2,3,1,1,1,1
PERF2520,EMP1706,2022-12-27,2,5,2,3,5,5,4,2
PERF2521,EMP1090,2022-10-27,5,1,1,0,5,1,5,1
PERF2522,EMP1504,2022-03-28,5,5,4,4,3,3,3,4
PERF2523,EMP2072,2023-10-07,5,4,3,4,1,5,4,2
PERF2524,EMP2136,2024-01-01,4,4,3,0,1,4,4,2
PERF2525,EMP1532,2024-08-16,2,4,1,5,1,4,2,2
PERF2526,EMP2339,2022-10-08,2,4,5,4,3,1,2,1
PERF2527,EMP1902,2022-02-14,3,1,2,3,4,1,3,2
PERF2528,EMP1986,2023-08-17,5,1,2,0,1,2,4,5
PERF2529,EMP1660,2022-02-26,2,2,2,2,3,3,4,5
PERF2530,EMP1739,2024-12-26,2,4,5,4,3,1,1,2
PERF2531,EMP2349,2023-10-09,3,4,1,4,0,3,2,1
PERF2532,EMP1722,2023-01-13,5,4,4,0,4,1,5,4
PERF2533,EMP2360,2023-02-26,1,4,5,5,5,3,4,5
PERF2534,EMP1210,2024-01-29,3,2,3,1,5,5,5,2
PERF2535,EMP1257,2023-01-03,5,2,2,1,1,2,5,4
PERF2536,EMP1422,2024-06-11,4,4,1,4,4,5,2,2
PERF2537,EMP1807,2023-08-11,1,2,5,1,0,2,5,2
PERF2538,EMP2180,2022-10-31,1,5,3,4,0,1,3,1
PERF2539,EMP1796,2023-08-18,4,4,1,3,0,1,5,5
PERF2540,EMP1495,2023-03-05,3,2,1,3,0,3,3,1
PERF2541,EMP2038,2023-06-19,4,1,2,0,5,1,4,4
PERF2542,EMP2395,2023-04-24,5,1,4,1,1,3,1,1
PERF2543,EMP1414,2024-08-26,3,2,3,4,4,3,2,5
PERF2544,EMP1519,2023-07-18,5,3,3,1,0,2,3,4
PERF2545,EMP1501,2024-06-11,4,5,5,0,1,3,3,4
PERF2546,EMP1387,2023-03-11,2,4,1,3,5,2,1,5
PERF2547,EMP1819,2022-01-13,1,5,5,1,1,2,1,4
PERF2548,EMP1561,2024-04-22,3,5,3,1,3,3,1,2
PERF2549,EMP1843,2023-02-01,4,2,5,2,5,4,2,2
PERF2550,EMP2267,2024-03-04,4,5,2,4,0,1,5,5
PERF2551,EMP1063,2024-10-03,1,2,3,2,4,5,3,1
PERF2552,EMP1527,2023-06-13,3,2,5,3,3,1,1,3
PERF2553,EMP1335,2022-01-27,4,5,4,3,4,5,1,2
PERF2554,EMP1513,2024-02-25,3,3,3,0,2,5,2,4
PERF2555,EMP1806,2023-06-11,2,4,2,3,1,2,4,1
PERF2556,EMP1582,2022-11-21,3,1,2,4,5,1,2,2
PERF2557,EMP1225,2024-01-18,3,4,2,2,2,3,3,4
PERF2558,EMP1224,2024-12-24,3,4,1,5,4,1,1,4
PERF2559,EMP1315,2023-08-03,4,5,1,2,1,4,4,5
PERF2560,EMP1655,2023-02-07,1,3,2,2,0,3,4,1
PERF2561,EMP1103,2023-09-11,3,1,5,0,5,3,1,4
PERF2562,EMP1642,2023-09-02,3,2,1,1,2,3,3,4
PERF2563,EMP1778,2024-09-25,3,3,4,5,5,5,5,2
PERF2564,EMP2188,2023-09-07,4,1,3,4,5,5,1,1
PERF2565,EMP1602,2024-10-10,1,1,5,2,5,2,2,3
PERF2566,EMP2173,2022-12-14,3,1,4,0,2,1,5,1
PERF2567,EMP2189,2022-08-31,2,3,4,4,0,2,5,4
PERF2568,EMP2269,2022-10-08,1,3,3,5,4,1,3,2
PERF2569,EMP1702,2023-04-26,1,1,4,1,0,5,2,1
PERF2570,EMP2310,2022-03-10,2,4,1,3,2,4,1,4
PERF2571,EMP1460,2024-12-23,4,2,1,2,1,3,4,1
PERF2572,EMP2291,2023-12-22,5,1,2,5,3,2,1,4
PERF2573,EMP1001,2022-04-10,4,3,4,2,5,2,4,5
PERF2574,EMP1224,2023-03-13,4,1,3,3,3,1,1,3
PERF2575,EMP2026,2024-10-24,3,4,4,1,2,2,5,1
PERF2576,EMP2327,2024-07-15,4,2,4,0,3,1,5,2
PERF2577,EMP1893,2022-04-12,5,1,5,5,4,1,5,3
PERF2578,EMP1752,2023-11-11,3,4,3,4,5,4,1,1
PERF2579,EMP2142,2024-10-06,3,3,5,4,3,5,2,3
PERF2580,EMP1260,2023-12-08,1,1,1,0,0,3,2,4
PERF2581,EMP1708,2023-03-25,3,5,4,5,1,3,1,4
PERF2582,EMP1856,2023-02-06,3,1,4,0,4,5,3,2
PERF2583,EMP1592,2023-06-17,3,1,1,5,4,4,2,1
PERF2584,EMP2400,2024-03-24,1,3,1,5,4,4,5,4
PERF2585,EMP1291,2023-01-09,3,5,5,1,1,1,3,3
PERF2586,EMP2267,2022-09-10,3,1,3,1,1,4,1,2
PERF2587,EMP2283,2023-11-23,5,1,4,4,1,2,1,3
PERF2588,EMP2045,2023-10-23,2,2,5,4,3,1,4,3
PERF2589,EMP1697,2022-03-22,1,5,3,1,5,3,4,2
PERF2590,EMP2407,2024-08-28,3,2,2,1,3,2,5,1
PERF2591,EMP2143,2023-11-07,2,4,3,1,2,1,4,4
PERF2592,EMP1109,2024-12-27,4,2,3,2,2,3,2,5
PERF2593,EMP1890,2024-12-26,4,1,3,0,3,5,5,1
PERF2594,EMP1851,2023-09-09,3,5,3,4,3,4,4,4
PERF2595,EMP2378,2023-02-10,2,1,2,1,1,1,1,3
PERF2596,EMP2038,2022-03-26,3,2,2,5,4,1,5,2
PERF2597,EMP2468,2022-10-04,1,4,4,5,0,4,4,2
PERF2598,EMP1640,2022-04-08,3,5,2,5,3,5,2,2
PERF2599,EMP1996,2022-07-18,1,3,5,4,0,1,5,4
PERF2600,EMP2447,2022-07-08,5,5,4,1,5,4,3,4
PERF2601,EMP1641,2024-10-22,5,1,3,0,4,5,5,4
PERF2602,EMP2382,2022-02-13,5,3,3,3,1,5,1,3
PERF2603,EMP2465,2022-06-05,3,2,5,1,1,2,4,1
PERF2604,EMP1667,2023-07-06,2,1,1,5,4,4,2,3
PERF2605,EMP1838,2023-02-22,4,2,2,3,5,1,2,1
PERF2606,EMP1796,2024-06-25,4,2,2,2,4,5,1,1
PERF2607,EMP1371,2024-02-24,1,2,2,3,2,3,2,5
PERF2608,EMP1765,2024-11-29,3,1,5,2,1,1,4,1
PERF2609,EMP1144,2022-09-21,5,4,5,4,5,3,5,2
PERF2610,EMP1555,2022-12-02,2,5,1,4,5,4,5,2
PERF2611,EMP1566,2024-10-02,5,5,2,1,1,2,4,3
PERF2612,EMP1827,2024-10-30,5,1,5,4,1,2,4,3
PERF2613,EMP1847,2022-11-26,4,5,4,1,2,4,2,3
PERF2614,EMP1296,2024-12-27,2,1,1,2,2,3,5,2
PERF2615,EMP1915,2023-06-13,3,1,5,4,2,2,1,5
PERF2616,EMP1556,2023-02-21,1,1,4,2,1,5,2,1
PERF2617,EMP1534,2023-08-31,1,5,2,3,4,4,4,2
PERF2618,EMP1956,2022-05-05,1,3,1,3,0,4,1,1
PERF2619,EMP1347,2024-05-29,2,4,1,3,3,3,1,1
PERF2620,EMP2034,2023-01-03,5,5,3,0,5,3,2,3
PERF2621,EMP1649,2022-02-04,2,2,5,0,5,1,4,1
PERF2622,EMP1003,2024-10-24,5,5,2,2,0,2,2,3
PERF2623,EMP1651,2024-11-11,2,1,2,4,2,1,4,1
PERF2624,EMP2457,2024-01-29,5,5,3,1,1,3,5,2
PERF2625,EMP1901,2023-06-04,1,1,1,0,5,4,1,1
PERF2626,EMP2451,2024-10-04,3,2,2,4,1,1,1,3
PERF2627,EMP1313,2022-05-22,3,3,5,0,4,3,3,2
PERF2628,EMP1000,2023-06-10,3,1,1,5,4,5,1,3
PERF2629,EMP2367,2024-03-11,2,2,1,2,5,4,3,5
PERF2630,EMP2217,2022-05-08,2,5,3,3,3,1,2,2
PERF2631,EMP1775,2022-09-03,5,4,2,5,5,4,1,4
PERF2632,EMP1333,2022-09-22,4,4,2,1,0,5,5,5
PERF2633,EMP1344,2024-01-10,3,3,5,1,4,4,1,4
PERF2634,EMP1473,2022-03-04,4,1,3,4,0,3,4,5
PERF2635,EMP2324,2023-01-12,2,3,4,5,2,4,4,2
PERF2636,EMP1218,2024-06-05,5,4,1,5,0,4,2,4
PERF2637,EMP1072,2022-08-11,2,2,5,0,0,4,5,3
PERF2638,EMP1439,2024-02-05,5,3,2,4,4,4,1,4
PERF2639,EMP2093,2022-04-22,4,2,5,5,5,5,5,4
PERF2640,EMP1425,2023-06-28,1,2,5,4,3,1,4,1
PERF2641,EMP1174,2023-02-15,3,4,2,2,2,1,3,2
PERF2642,EMP1355,2024-10-06,3,5,2,2,0,5,3,1
PERF2643,EMP1274,2022-06-19,3,5,2,1,5,3,5,3
PERF2644,EMP1620,2024-11-04,3,2,4,1,1,4,2,3
PERF2645,EMP2338,2024-02-22,3,3,2,0,1,4,4,2
PERF2646,EMP2349,2022-03-28,2,2,3,5,0,4,2,2
PERF2647,EMP1848,2022-05-15,3,2,5,4,3,2,4,5
PERF2648,EMP1468,2024-12-15,4,3,2,2,2,3,1,5
PERF2649,EMP1454,2022-10-07,5,2,4,4,5,5,2,4
PERF2650,EMP2053,2023-01-22,5,3,1,5,0,3,2,4
PERF2651,EMP1503,2022-07-24,5,4,4,2,4,4,3,1
PERF2652,EMP2401,2024-10-08,1,1,5,1,2,4,1,5
PERF2653,EMP2100,2024-12-03,3,1,3,5,3,5,3,2
PERF2654,EMP1347,2022-01-31,2,5,2,5,4,2,4,2
PERF2655,EMP1167,2023-02-17,4,3,3,3,2,1,3,3
PERF2656,EMP1245,2024-09-12,5,3,3,4,5,3,4,1
PERF2657,EMP2089,2022-07-07,4,1,3,3,3,2,4,3
PERF2658,EMP2316,2022-11-28,2,3,1,0,2,5,2,2
PERF2659,EMP1546,2024-12-20,4,4,4,0,5,4,4,2
PERF2660,EMP1491,2023-12-22,5,4,3,5,4,4,5,3
PERF2661,EMP1279,2022-01-25,3,2,5,0,1,5,2,5
PERF2662,EMP1245,2023-03-07,3,3,1,3,5,5,5,1
PERF2663,EMP1895,2024-07-21,4,2,1,3,2,5,2,1
PERF2664,EMP1639,2024-03-13,4,5,5,2,1,2,4,1
PERF2665,EMP2410,2022-10-30,2,2,4,4,1,1,3,2
PERF2666,EMP1675,2022-02-04,5,1,4,2,1,5,5,2
PERF2667,EMP1229,2022-03-27,3,4,1,4,4,3,1,2
PERF2668,EMP1496,2022-03-11,1,2,5,1,1,5,5,4
PERF2669,EMP2449,2023-07-07,1,3,3,1,1,5,5,3
PERF2670,EMP2039,2024-07-23,2,1,2,3,2,5,1,3
PERF2671,EMP2104,2022-11-23,4,4,3,5,1,5,1,1
PERF2672,EMP1687,2023-03-09,4,2,2,2,0,3,5,2
PERF2673,EMP1502,2024-03-24,5,2,3,5,3,1,1,3
PERF2674,EMP1926,2023-08-16,5,1,3,0,2,4,4,5
PERF2675,EMP1397,2022-08-28,4,2,1,2,1,5,1,1
PERF2676,EMP2452,2022-01-30,1,3,5,4,2,3,2,5
PERF2677,EMP2376,2024-01-18,4,2,5,4,0,5,2,3
PERF2678,EMP2407,2024-11-25,2,5,1,4,5,2,3,2
PERF2679,EMP1068,2023-03-10,4,4,5,2,3,5,1,3
PERF2680,EMP1079,2022-09-19,5,1,2,5,2,2,3,3
PERF2681,EMP1551,2023-07-03,3,2,2,3,2,3,4,1
PERF2682,EMP2278,2023-08-25,5,2,5,1,0,3,3,5
PERF2683,EMP1615,2024-04-10,2,1,3,5,4,1,5,4
PERF2684,EMP1018,2022-04-01,3,4,2,3,4,5,3,5
PERF2685,EMP1068,2024-05-13,2,3,1,4,0,5,3,1
PERF2686,EMP2497,2023-10-28,1,2,4,1,0,5,4,4
PERF2687,EMP1985,2023-08-04,3,4,1,4,5,2,3,4
PERF2688,EMP1411,2023-01-02,3,4,3,1,1,4,4,5
PERF2689,EMP2071,2022-04-06,2,3,3,0,3,1,3,3
PERF2690,EMP1211,2024-01-26,1,1,3,1,4,2,1,5
PERF2691,EMP2078,2023-12-27,4,3,4,5,3,2,2,1
PERF2692,EMP2375,2024-10-14,3,3,5,2,1,2,5,2
PERF2693,EMP1046,2024-04-06,5,4,1,0,3,5,1,1
PERF2694,EMP2257,2024-09-16,3,5,5,2,2,4,3,5
PERF2695,EMP1795,2024-01-06,1,2,3,5,1,4,5,3
PERF2696,EMP2203,2023-01-09,5,3,3,4,4,3,3,4
PERF2697,EMP2121,2022-09-11,4,4,4,5,3,4,1,3
PERF2698,EMP1560,2024-08-12,1,3,4,2,1,1,4,3
PERF2699,EMP1916,2023-08-07,1,1,4,1,4,2,1,5
PERF2700,EMP2205,2023-06-14,2,5,2,3,2,5,2,2
PERF2701,EMP2132,2022-09-28,4,5,2,0,4,2,3,2
PERF2702,EMP1239,2023-11-27,3,3,1,5,2,3,5,4
PERF2703,EMP1937,2022-09-28,4,4,2,0,4,2,4,5
PERF2704,EMP1130,2022-10-27,2,1,1,4,3,2,4,1
PERF2705,EMP1094,2022-06-16,3,2,1,5,4,1,5,5
PERF2706,EMP2394,2023-05-29,3,4,4,4,1,5,1,4
PERF2707,EMP1456,2022-12-24,1,5,2,3,4,3,5,1
PERF2708,EMP1140,2022-03-16,3,5,4,3,1,2,3,3
PERF2709,EMP2424,2023-12-09,2,4,5,3,3,1,3,1
PERF2710,EMP2359,2022-10-22,3,5,1,1,4,2,4,5
PERF2711,EMP2140,2022-01-19,5,1,4,0,5,3,4,1
PERF2712,EMP1066,2023-07-01,2,3,5,2,1,1,4,3
PERF2713,EMP1534,2022-04-14,5,2,4,0,0,4,1,2
PERF2714,EMP1411,2024-06-23,1,3,1,0,1,1,3,3
PERF2715,EMP1835,2024-04-17,3,1,2,1,5,4,1,2
PERF2716,EMP1322,2023-02-18,2,5,5,5,2,1,5,3
PERF2717,EMP2497,2022-09-24,5,2,3,4,2,2,3,1
PERF2718,EMP1079,2022-12-18,1,5,2,0,4,3,3,4
PERF2719,EMP1775,2024-05-17,4,1,1,4,4,2,4,4
PERF2720,EMP1953,2023-11-08,2,3,3,0,4,3,3,3
PERF2721,EMP1385,2024-08-17,2,4,3,5,4,2,4,3
PERF2722,EMP2104,2022-05-24,4,2,3,5,2,2,1,3
PERF2723,EMP1321,2023-03-31,3,4,4,3,2,2,5,4
PERF2724,EMP1723,2024-12-14,5,4,4,1,3,3,3,2
PERF2725,EMP1159,2024-03-08,4,2,2,5,4,4,2,5
PERF2726,EMP1950,2022-09-05,1,5,5,4,0,4,5,2
PERF2727,EMP1311,2022-04-30,2,1,3,4,4,2,3,2
PERF2728,EMP2352,2023-04-18,2,1,4,1,4,4,2,1
PERF2729,EMP2490,2023-05-15,2,5,3,5,4,5,4,1
PERF2730,EMP1301,2023-12-24,2,2,2,5,4,1,4,5
PERF2731,EMP1250,2023-02-22,1,4,5,3,4,1,4,5
PERF2732,EMP1663,2023-08-02,3,4,2,0,3,3,5,2
PERF2733,EMP1625,2023-07-09,4,4,5,3,5,4,2,2
PERF2734,EMP1828,2023-12-25,3,1,3,4,2,4,4,3
PERF2735,EMP2148,2024-10-16,5,2,3,4,4,4,5,4
PERF2736,EMP2467,2024-03-10,3,2,1,2,0,5,5,5
PERF2737,EMP1543,2024-06-06,3,5,5,3,1,1,5,1
PERF2738,EMP1681,2023-06-23,4,4,4,5,3,1,5,5
PERF2739,EMP1338,2023-08-09,1,2,1,5,1,1,3,2
PERF2740,EMP1735,2023-10-03,5,1,1,2,2,4,5,3
PERF2741,EMP2377,2024-03-05,2,2,5,4,0,3,4,2
PERF2742,EMP1744,2022-02-01,1,2,4,3,2,2,1,1
PERF2743,EMP2009,2024-10-16,1,4,3,2,2,3,3,4
PERF2744,EMP1139,2023-01-20,1,3,3,4,4,1,3,3
PERF2745,EMP1726,2023-09-11,1,3,3,1,1,1,1,3
PERF2746,EMP1325,2024-07-05,3,4,1,4,5,5,3,1
PERF2747,EMP1567,2022-10-29,5,4,3,0,2,2,1,1
PERF2748,EMP2108,2023-10-02,1,1,4,3,3,4,2,1
PERF2749,EMP1218,2023-12-22,5,1,3,4,4,4,2,3
PERF2750,EMP1082,2024-01-07,4,4,2,3,1,5,4,4
PERF2751,EMP2156,2024-08-10,3,2,2,5,3,5,5,4
PERF2752,EMP2267,2022-02-18,4,2,2,4,4,2,4,4
PERF2753,EMP1143,2022-05-02,5,3,2,4,1,2,2,3
PERF2754,EMP2189,2024-11-14,3,2,3,1,2,5,5,3
PERF2755,EMP1017,2022-06-23,2,3,2,1,4,3,1,1
PERF2756,EMP1922,2024-05-26,2,5,2,2,5,3,5,1
PERF2757,EMP1790,2023-02-18,4,5,3,2,1,3,4,1
PERF2758,EMP1697,2024-10-23,5,5,4,3,4,4,1,1
PERF2759,EMP1475,2023-02-28,1,5,5,0,0,1,1,3
PERF2760,EMP1989,2023-06-20,3,1,3,1,3,1,3,4
PERF2761,EMP2470,2024-09-12,3,1,4,3,4,1,1,4
PERF2762,EMP1083,2023-01-13,1,2,2,1,2,2,3,5
PERF2763,EMP1692,2023-11-28,4,2,2,0,5,2,3,5
PERF2764,EMP1390,2023-10-19,3,5,1,5,3,2,2,2
PERF2765,EMP2046,2023-01-22,1,4,1,2,5,2,1,3
PERF2766,EMP1273,2024-12-29,5,5,5,0,0,4,2,3
PERF2767,EMP2336,2023-08-05,2,1,5,2,3,2,4,2
PERF2768,EMP1278,2024-02-24,2,1,3,5,3,2,4,1
PERF2769,EMP1578,2024-03-29,3,4,1,0,1,2,5,2
PERF2770,EMP2352,2023-04-18,5,4,1,3,5,1,2,5
PERF2771,EMP2029,2023-01-03,3,2,4,4,1,3,4,4
PERF2772,EMP2079,2024-03-21,3,4,4,2,2,3,1,3
PERF2773,EMP2478,2023-12-09,5,2,5,3,5,1,1,1
PERF2774,EMP2037,2022-01-26,4,1,5,2,4,3,1,5
PERF2775,EMP1044,2023-08-27,3,2,2,0,0,5,3,5
PERF2776,EMP2266,2022-12-29,2,5,4,5,2,5,4,1
PERF2777,EMP1274,2022-05-01,2,5,1,0,4,4,5,2
PERF2778,EMP2165,2024-04-17,1,1,1,1,2,1,2,3
PERF2779,EMP1766,2023-01-20,1,1,1,3,2,2,4,3
PERF2780,EMP1315,2022-09-03,1,1,2,2,3,2,2,3
PERF2781,EMP1607,2023-04-26,2,4,2,0,2,1,4,2
PERF2782,EMP2041,2023-11-02,3,1,2,4,1,3,2,2
PERF2783,EMP2215,2022-08-10,5,2,5,5,4,1,2,3
PERF2784,EMP1871,2024-02-19,3,3,2,5,5,4,4,5
PERF2785,EMP2240,2024-03-04,2,4,5,0,5,1,2,4
PERF2786,EMP1788,2024-04-24,3,3,4,0,3,5,2,1
PERF2787,EMP2211,2023-03-10,2,5,5,5,0,1,3,1
PERF2788,EMP1234,2024-11-26,5,1,1,3,4,3,4,3
